Fiscal Year,Agency Name,Payee Name,Payee Zip,Amount,Purpose of Payment (Baltimore County only),MBE
2017,Anne Arundel Co. Public Schools,CANTWELL-CLEARY CO INC,,,,
2017,Anne Arundel Co. Public Schools,CANYON CONTRACTING INC.,,,,
2017,Anne Arundel Co. Public Schools,CAPITAL AREA SOCCER REFEREES,,,,
2017,Anne Arundel Co. Public Schools,CAPITAL COMPRESSOR INC,,,,
2017,Anne Arundel Co. Public Schools,CAREFIRST BLUE CROSS,,,,
2017,Anne Arundel Co. Public Schools,CATAPULT LEARNING DBA Specialized Ed of Md. Inc,,,,
2017,Anne Arundel Co. Public Schools,CBRE Heery Inc,,,,
2017,Anne Arundel Co. Public Schools,CDI COMPUTER DEALERS INC,,,,
2017,Anne Arundel Co. Public Schools,CDW LLC DBA CDW Government LLC,,,,
2017,Anne Arundel Co. Public Schools,CEDARRIDGE CHILDRENS HOME AND SCHOOL,,,,
2017,Anne Arundel Co. Public Schools,CENGAGE LEARNING,,,,
2017,Anne Arundel Co. Public Schools,CENTRAL MD DISTRICT 23 BASKETBALL OFFICIALS INC,,,,
2017,Anne Arundel Co. Public Schools,CENTRAL TRUCK CENTER,,,,
2017,Anne Arundel Co. Public Schools,CGI Technologies and Solutions Inc,,,,
2017,Anne Arundel Co. Public Schools,CHESAPEAKE ARTS CENTER,,,,
2017,Anne Arundel Co. Public Schools,CHESAPEAKE CHARTER INC,,,,
2017,Anne Arundel Co. Public Schools,CHESAPEAKE SCIENCE POINT,,,,
2017,Anne Arundel Co. Public Schools,CHESAPEAKE SR HIGH SCHOOL,,,,
2017,Anne Arundel Co. Public Schools,CHEVY CHASE CONTRACTORS INC,,,,
2017,Anne Arundel Co. Public Schools,CHILDREN'S GUILD INC,,,,
2017,Anne Arundel Co. Public Schools,CHILMAR CORP,,,,
2017,Anne Arundel Co. Public Schools,CHIMES INC,,,,
2017,Anne Arundel Co. Public Schools,CIGNA,,,,
2017,Anne Arundel Co. Public Schools,CITIROOF CORPORATION,,,,
2017,Anne Arundel Co. Public Schools,CITY GROUP INC,,,,
2017,Anne Arundel Co. Public Schools,CITY OF ANNAPOLIS,,,,
2017,Anne Arundel Co. Public Schools,CLARK FOOD SERVICE EQUIPMENT,,,,
2017,Anne Arundel Co. Public Schools,CLIFTONLARSONALLEN LLP,,,,
2017,Anne Arundel Co. Public Schools,CLONTZ & RISHER CORP T/A,,,,
2017,Anne Arundel Co. Public Schools,CMG Flooring,,,,
2017,Anne Arundel Co. Public Schools,CN ROBINSON LIGHTING SUPPLY,,,,
2017,Anne Arundel Co. Public Schools,COASTAL SUNBELT PRODUCE CO,,,,
2017,Anne Arundel Co. Public Schools,COLE ROOFING CO INC,,,,
2017,Anne Arundel Co. Public Schools,COLLEGE BOARD,,,,
2017,Anne Arundel Co. Public Schools,COLOSSAL CONTRACTORS INC,,,,
2017,Anne Arundel Co. Public Schools,COLT PLUMBING CO INC,,,,
2017,Anne Arundel Co. Public Schools,COMM LINK INC,,,,
2017,Anne Arundel Co. Public Schools,COMMERCIAL CABLING & SOUND INC,,,,
2017,Anne Arundel Co. Public Schools,COMPASS ROSE THEATRE,,,,
2017,Anne Arundel Co. Public Schools,"COMPLETE BUILDING SYSTEMS, INC.",,,,
2017,Anne Arundel Co. Public Schools,COMPTROLLER OF MARYLAND,,,,
2017,Anne Arundel Co. Public Schools,CONCENTRA MEDICAL CENTERS INC,,,,
2017,Anne Arundel Co. Public Schools,CONNECTIONS EDUCATION LLC,,,,
2017,Anne Arundel Co. Public Schools,CONSOLIDATED MANUFACTURING,,,,
2017,Anne Arundel Co. Public Schools,CONTROLLER-ANNE ARUNDEL COUNTY,,,,
2017,Anne Arundel Co. Public Schools,CORWIN PRESS INC,,,,
2017,Anne Arundel Co. Public Schools,COUGHLAN COMPANIES LLC DBA Capstone,,,,
2017,Anne Arundel Co. Public Schools,CRISIS PREVENTION INSTITUTE,,,,
2017,Anne Arundel Co. Public Schools,CROFTON CHARTERS INC .,,,,
2017,Anne Arundel Co. Public Schools,CSAAC/ COMMUNITY SCHOOL OF MD.,,,,
2017,Anne Arundel Co. Public Schools,CT ELECTRICAL CORP,,,,
2017,Anne Arundel Co. Public Schools,CURRICULUM ASSOCIATES LLC,,,,
2017,Anne Arundel Co. Public Schools,Canon Solutions America Inc,,,,
2017,Anne Arundel Co. Public Schools,Capitol Document Solutions,,,,
2017,Anne Arundel Co. Public Schools,"Carney, Kelehan, Bresler, Bennett & Scherr LLP",,,,
2017,Anne Arundel Co. Public Schools,Center for Lifelong Learning,,,,
2017,Anne Arundel Co. Public Schools,Colimore Architects Inc,,,,
2017,Anne Arundel Co. Public Schools,Comcast Business Communications,,,,
2017,Anne Arundel Co. Public Schools,Comcast Cable Communications Inc,,,,
2017,Anne Arundel Co. Public Schools,Community Products Inc DBA Rifton Equip,,,,
2017,Anne Arundel Co. Public Schools,Concrete Solutions LLC,,,,
2017,Anne Arundel Co. Public Schools,Constellation NewEnergy-Gas,,,,
2017,Anne Arundel Co. Public Schools,Corporate Communications Group,,,,
2017,Anne Arundel Co. Public Schools,Corporate Mailing Services,,,,
2017,Anne Arundel Co. Public Schools,"Cunningham Associates, Inc",,,,
2017,Anne Arundel Co. Public Schools,"DADE PAPER AND BAG COMPANY, INC.",,,,
2017,Anne Arundel Co. Public Schools,"DAIRY MAID DAIRY, INC.",,,,
2017,Anne Arundel Co. Public Schools,DAKTRONICS INC,,,,
2017,Anne Arundel Co. Public Schools,DALY COMPUTERS INC,,,,
2017,Anne Arundel Co. Public Schools,DAN RAINVILLE & ASSOC INC,,,,
2017,Anne Arundel Co. Public Schools,"DATA NETWORKS, INC",,,,
2017,Anne Arundel Co. Public Schools,DAVE'S RESTAURANT KITCHEN SERVICE,,,,
2017,Anne Arundel Co. Public Schools,DC TREASURER,,,,
2017,Anne Arundel Co. Public Schools,DE LAGE LANDEN PUBLIC FINANCE,,,,
2017,Anne Arundel Co. Public Schools,DEERE & COMPANY,,,,
2017,Anne Arundel Co. Public Schools,DELREY SCHOOL,,,,
2017,Anne Arundel Co. Public Schools,DEMCO INC,,,,
2017,Anne Arundel Co. Public Schools,DENVER-ELEK INC,,,,
2017,Anne Arundel Co. Public Schools,DEPARTMENT OF JUVENILE JUSTICE,,,,
2017,Anne Arundel Co. Public Schools,DISCOVERY BENEFITS,,,,
2017,Anne Arundel Co. Public Schools,DISCOVERY EDUCATION,,,,
2017,Anne Arundel Co. Public Schools,DISYS,,,,
2017,Anne Arundel Co. Public Schools,DIVISION OF CHILD SUPPORT,,,,
2017,Anne Arundel Co. Public Schools,DORI FOOD INC,,,,
2017,Anne Arundel Co. Public Schools,DOURON INC,,,,
2017,Anne Arundel Co. Public Schools,DREAMBOX LEARNING,,,,
2017,Anne Arundel Co. Public Schools,DSI INC,,,,
2017,Anne Arundel Co. Public Schools,Delta T Group Maryland Inc,,,,
2017,Anne Arundel Co. Public Schools,Desbuild Incorporated,,,,
2017,Anne Arundel Co. Public Schools,Digital Information Services,,,,
2017,Anne Arundel Co. Public Schools,Double Robotics Inc,,,,
2017,Anne Arundel Co. Public Schools,Dr. Fran Prolman,,,,
2017,Anne Arundel Co. Public Schools,Dude Solutions Inc,,,,
2017,Anne Arundel Co. Public Schools,E PIKOUNIS CONSTRUCTION CO INC,,,,
2017,Anne Arundel Co. Public Schools,E-RATE ELITE SERVICES INC,,,,
2017,Anne Arundel Co. Public Schools,EASTWOOD PAINTING & CONTRACT,,,,
2017,Anne Arundel Co. Public Schools,EBL ENGINEERS LLC,,,,
2017,Anne Arundel Co. Public Schools,EBSCO Indust Inc DBA EBSCO Subscription,,,,
2017,Anne Arundel Co. Public Schools,EDUCATORS FINANCIAL GROUP,,,,
2017,Anne Arundel Co. Public Schools,ELECTRICAL AUTOMATION SERVICES,,,,
2017,Anne Arundel Co. Public Schools,ELECTRONIC FUNDS TRANSF PROG,,,,
2017,Anne Arundel Co. Public Schools,"ELLEN COSBY, TRUSTEE",,,,
2017,Anne Arundel Co. Public Schools,EMH ENVIRONMENTAL INC,,,,
2017,Anne Arundel Co. Public Schools,EMPLOYEE PLANS SERVICES INC,,,,
2017,Anne Arundel Co. Public Schools,ENCYCLOPAEDIA BRITANNICA INC,,,,
2017,Anne Arundel Co. Public Schools,ENGINEERED CONSTRUCTION PRODUCT,,,,
2017,Anne Arundel Co. Public Schools,ESPINA PAVING INC,,,,
2017,Anne Arundel Co. Public Schools,"EXPLORELEARNING, INC.",,,,
2017,Anne Arundel Co. Public Schools,"East Coast Welding and Construction Co., Inc.",,,,
2017,Anne Arundel Co. Public Schools,Enel X North America Inc,,,,
2017,Anne Arundel Co. Public Schools,Eric Armin Inc,,,,
2017,Anne Arundel Co. Public Schools,Ernest Corry III DBA SOURCE MAINTENANCE PRODUCTS,,,,
2017,Anne Arundel Co. Public Schools,Excel Professional Staffing LLC,,,,
2017,Anne Arundel Co. Public Schools,FACILITY ENGINEERING ASSOC,,,,
2017,Anne Arundel Co. Public Schools,FAIRFIELD TRUCK & TANK CENTER INC,,,,
2017,Anne Arundel Co. Public Schools,"FALLSTON SUPPLY, INC.",,,,
2017,Anne Arundel Co. Public Schools,FAY'S BUS SERVICE INC,,,,
2017,Anne Arundel Co. Public Schools,FERGUSON ENTERPRISES LLC,,,,
2017,Anne Arundel Co. Public Schools,FINISHES INC,,,,
2017,Anne Arundel Co. Public Schools,FIRE-MAK INC,,,,
2017,Anne Arundel Co. Public Schools,FISHER SCIENCE EDUCATION,,,,
2017,Anne Arundel Co. Public Schools,FOLLETT SCHOOL SOLUTIONS INC,,,,
2017,Anne Arundel Co. Public Schools,FPC Distribution,,,,
2017,Anne Arundel Co. Public Schools,First Student Inc,,,,
2017,Anne Arundel Co. Public Schools,Foreman Building Commissioning LP,,,,
2017,Anne Arundel Co. Public Schools,"Fort Meade Alliance, Inc.",,,,
2017,Anne Arundel Co. Public Schools,"G H Nitzel, Inc.",,,,
2017,Anne Arundel Co. Public Schools,"GALE ASSOCIATES, INC.",,,,
2017,Anne Arundel Co. Public Schools,GALE GROUP (THE),,,,
2017,Anne Arundel Co. Public Schools,GANNETT FLEMING INC,,,,
2017,Anne Arundel Co. Public Schools,GARDENS REPROGRAPHICS,,,,
2017,Anne Arundel Co. Public Schools,GARY L AISQUITH,,,,
2017,Anne Arundel Co. Public Schools,GAUDREAU INC,,,,
2017,Anne Arundel Co. Public Schools,GB Marketing Inc DBA FRANKLIN TOYS,,,,
2017,Anne Arundel Co. Public Schools,GE TIGNALL,,,,
2017,Anne Arundel Co. Public Schools,GEORGE MOEHRLE MASONRY INC,,,,
2017,Anne Arundel Co. Public Schools,GIRL SCOUTS OF CENTRAL MD,,,,
2017,Anne Arundel Co. Public Schools,GL GROUP INC,,,,
2017,Anne Arundel Co. Public Schools,GLEN BURNIE HIGH SCHOOL,,,,
2017,Anne Arundel Co. Public Schools,GOOD SHEPHERD CENTER,,,,
2017,Anne Arundel Co. Public Schools,GOUCHER COLLEGE,,,,
2017,Anne Arundel Co. Public Schools,GRAINGER,,,,
2017,Anne Arundel Co. Public Schools,GRAYBAR ELECTRIC CO INC,,,,
2017,Anne Arundel Co. Public Schools,GRIEVES WORRALL WRIGHT &,,,,
2017,Anne Arundel Co. Public Schools,GRIMM AND PARKER PC,,,,
2017,Anne Arundel Co. Public Schools,GWWO,,,,
2017,Anne Arundel Co. Public Schools,Game Time,,,,
2017,Anne Arundel Co. Public Schools,Gateway School,,,,
2017,Anne Arundel Co. Public Schools,Greenlink Incorporated,,,,
2017,Anne Arundel Co. Public Schools,Greenwood Publishing DBA Heinemann,,,,
2017,Anne Arundel Co. Public Schools,"Guitar Center, Inc DBA MUSIC & ARTS CENTER",,,,
2017,Anne Arundel Co. Public Schools,H & H CONTRACTORS INC,,,,
2017,Anne Arundel Co. Public Schools,HAJOCA CORP,,,,
2017,Anne Arundel Co. Public Schools,HALL INVESTMENTS ANNAPOLIS INC,,,,
2017,Anne Arundel Co. Public Schools,HANCOCK & ALBANESE INC,,,,
2017,Anne Arundel Co. Public Schools,HARBOUR SCHOOL,,,,
2017,Anne Arundel Co. Public Schools,HAVTECH CORPORATION,,,,
2017,Anne Arundel Co. Public Schools,HB Software Solutions,,,,
2017,Anne Arundel Co. Public Schools,HCGI HARTFORD,,,,
2017,Anne Arundel Co. Public Schools,HEER BROTHERS INC,,,,
2017,Anne Arundel Co. Public Schools,HERSHEY'S ICE CREAM,,,,
2017,Anne Arundel Co. Public Schools,HILLIS-CARNES ENGINEERING,,,,
2017,Anne Arundel Co. Public Schools,HOME DEPOT,,,,
2017,Anne Arundel Co. Public Schools,HOMEWOOD GENERAL CONTRACTORS,,,,
2017,Anne Arundel Co. Public Schools,HONEYWELL INC,,,,
2017,Anne Arundel Co. Public Schools,HORACE MANN INSURANCE CO,,,,
2017,Anne Arundel Co. Public Schools,HORD COPLAN MACHT,,,,
2017,Anne Arundel Co. Public Schools,HP ELECTRONICS INC,,,,
2017,Anne Arundel Co. Public Schools,HP FINANCIAL SERVICES CORP.,,,,
2017,Anne Arundel Co. Public Schools,HUBERS II INC,,,,
2017,Anne Arundel Co. Public Schools,HUMANIM,,,,
2017,Anne Arundel Co. Public Schools,HUNT CONSULTING,,,,
2017,Anne Arundel Co. Public Schools,Harmony Education Center / NSRF,,,,
2017,Anne Arundel Co. Public Schools,Heritage Crystal Clean Inc,,,,
2017,Anne Arundel Co. Public Schools,Hoonuit I llc,,,,
2017,Anne Arundel Co. Public Schools,"Horizon Software International, LLC",,,,
2017,Anne Arundel Co. Public Schools,Houghton Mifflin Harcourt Publishing Company,,,,
2017,Anne Arundel Co. Public Schools,Houghton Mifflin/Harcourt,,,,
2017,Anne Arundel Co. Public Schools,Human Development Corp DBA SUMMIT SCHOOL,,,,
2017,Anne Arundel Co. Public Schools,Huntington & Hopkins Inc,,,,
2017,Anne Arundel Co. Public Schools,IMAGE ASPHALT MAINTENANCE INC,,,,
2017,Anne Arundel Co. Public Schools,INDEPENDENT HARDWARE INC,,,,
2017,Anne Arundel Co. Public Schools,INTERLINE BRANDS INC,,,,
2017,Anne Arundel Co. Public Schools,INTERNATIONAL BACCALAUREATE,,,,
2017,Anne Arundel Co. Public Schools,INTERSTATE CORPORATION,,,,
2017,Anne Arundel Co. Public Schools,IPC (USA) Inc,,,,
2017,Anne Arundel Co. Public Schools,IRWIN SEATING COMPANY,,,,
2017,Anne Arundel Co. Public Schools,Industrial Door Contractors Inc,,,,
2017,Anne Arundel Co. Public Schools,Inquiries Acquisition LLC,,,,
2017,Anne Arundel Co. Public Schools,Ironmark Inc,,,,
2017,Anne Arundel Co. Public Schools,J P Construction,,,,
2017,Anne Arundel Co. Public Schools,J VINTON SCHAFER & SONS INC,,,,
2017,Anne Arundel Co. Public Schools,"J. Villa Construction, inc.",,,,
2017,Anne Arundel Co. Public Schools,"J.A. ARGETAKIS CONTRACTING CO., INC.",,,,
2017,Anne Arundel Co. Public Schools,J.T.M. PROVISIONS CO.,,,,
2017,Anne Arundel Co. Public Schools,JACOBS PROJECT MANAGEMENT CO,,,,
2017,Anne Arundel Co. Public Schools,JAMES POSEY ASSOCIATES INC,,,,
2017,Anne Arundel Co. Public Schools,JOHNSON CONTROLS INC,,,,
2017,Anne Arundel Co. Public Schools,JOHNSON MIRMIRAN & THOMPSON,,,,
2017,Anne Arundel Co. Public Schools,JR Balsan Inc DBA Johnstone Supply,,,,
2017,Anne Arundel Co. Public Schools,JUBBS BUS SERVICE INC,,,,
2017,Anne Arundel Co. Public Schools,JUDD FIRE PROTECTION LLC,,,,
2017,Anne Arundel Co. Public Schools,Jay Batterden,,,,
2017,Anne Arundel Co. Public Schools,"Johnson, Mirmiran & Thompson Inc",,,,
2017,Anne Arundel Co. Public Schools,"K Neal International Trucks, Inc.",,,,
2017,Anne Arundel Co. Public Schools,KAR INC DBA CHURCHVILLE TILE & MARBLE,,,,
2017,Anne Arundel Co. Public Schools,KCI TECHNOLOGIES INC,,,,
2017,Anne Arundel Co. Public Schools,KELLER BROTHERS INC,,,,
2017,Anne Arundel Co. Public Schools,KENNEDY KRIEGER INSTITUTE,,,,
2017,Anne Arundel Co. Public Schools,"KING MECHANICAL COMPANY, INC.",,,,
2017,Anne Arundel Co. Public Schools,KINSLEY CONSTRUCTION INC,,,,
2017,Anne Arundel Co. Public Schools,KONE INC,,,,
2017,Anne Arundel Co. Public Schools,KONICA MINOLTA BUSINESS,,,,
2017,Anne Arundel Co. Public Schools,"KaRon Masonry of Maryland, Inc.",,,,
2017,Anne Arundel Co. Public Schools,Kinetic Data Inc,,,,
2017,Anne Arundel Co. Public Schools,King Professional Development Services Inc,,,,
2017,Anne Arundel Co. Public Schools,L & R ENTERPRISES Inc.,,,,
2017,Anne Arundel Co. Public Schools,LANE'S BUS SERVICE INC,,,,
2017,Anne Arundel Co. Public Schools,LANGE ELECTRIC CO INC,,,,
2017,Anne Arundel Co. Public Schools,"LEN SEC, LLC",,,,
2017,Anne Arundel Co. Public Schools,LEONARD PAPER COMPANY,,,,
2017,Anne Arundel Co. Public Schools,LIBRARY CORP (THE),,,,
2017,Anne Arundel Co. Public Schools,LIGHTSPEED TECHNOLOGIES,,,,
2017,Anne Arundel Co. Public Schools,LINCOLN LIBRARY PRESS INC,,,,
2017,Anne Arundel Co. Public Schools,LINDEN COOKIES INC,,,,
2017,Anne Arundel Co. Public Schools,LINDSAY FORD,,,,
2017,Anne Arundel Co. Public Schools,LINWOOD CHILDRENS CENTER,,,,
2017,Anne Arundel Co. Public Schools,LITTLEBITS ELECTRONICS INC,,,,
2017,Anne Arundel Co. Public Schools,LOCUST LANE FARMS INC,,,,
2017,Anne Arundel Co. Public Schools,LONERGAN'S CHARTER SERVICE INC,,,,
2017,Anne Arundel Co. Public Schools,LONG FENCE,,,,
2017,Anne Arundel Co. Public Schools,LORD BALTIMORE UNIFORM,,,,
2017,Anne Arundel Co. Public Schools,LORENZ LAWN AND LANDSCAPE INC,,,,
2017,Anne Arundel Co. Public Schools,Lakeshore Equipment Company,,,,
2017,Anne Arundel Co. Public Schools,Leading Technology Solutions Inc,,,,
2017,Anne Arundel Co. Public Schools,Lisa Hoyt PH.D Inc,,,,
2017,Anne Arundel Co. Public Schools,MACKIN Book Company,,,,
2017,Anne Arundel Co. Public Schools,MANSEF,,,,
2017,Anne Arundel Co. Public Schools,MANSFIELD OIL COMPANY,,,,
2017,Anne Arundel Co. Public Schools,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,,,,
2017,Anne Arundel Co. Public Schools,MARYLAND CENTERS FOR PSYCHIATRY PA,,,,
2017,Anne Arundel Co. Public Schools,MARYLAND CORRECTIONAL ENTERPRISES,,,,
2017,Anne Arundel Co. Public Schools,MARYLAND ENVIRONMENTAL SERVICE,,,,
2017,Anne Arundel Co. Public Schools,MARYLAND MECHANICAL SYSTEMS,,,,
2017,Anne Arundel Co. Public Schools,MARYLAND SCHOOL FOR THE BLIND,,,,
2017,Anne Arundel Co. Public Schools,MARYLAND SCHOOL FOR THE DEAF,,,,
2017,Anne Arundel Co. Public Schools,MARYLAND UNEMPLOYMENT INSURANCE FUND,,,,
2017,Anne Arundel Co. Public Schools,MASTER CARE FLOORING INC,,,,
2017,Anne Arundel Co. Public Schools,"MATRIX SPORTS MGMT, LLC",,,,
2017,Anne Arundel Co. Public Schools,MBG ENTERPRISES,,,,
2017,Anne Arundel Co. Public Schools,MCDANIEL COLLEGE,,,,
2017,Anne Arundel Co. Public Schools,MCGRAW-HILL COMPANIES,,,,
2017,Anne Arundel Co. Public Schools,MD CHILD SUPPORT,,,,
2017,Anne Arundel Co. Public Schools,MD DEPT OF HUMAN SERVICES,,,,
2017,Anne Arundel Co. Public Schools,MD STATE DEPT OF EDUCATION,,,,
2017,Anne Arundel Co. Public Schools,MD STATE RETIREMENT SYSTEM,,,,
2017,Anne Arundel Co. Public Schools,MGM ELECTRICAL SYSTEMS INC,,,,
2017,Anne Arundel Co. Public Schools,MICROSOFT CORPORATION,,,,
2017,Anne Arundel Co. Public Schools,MIDWEST Shop Supplies Inc,,,,
2017,Anne Arundel Co. Public Schools,MILLER FLOORING COMPANY INC,,,,
2017,Anne Arundel Co. Public Schools,MONARCH TEACHING TECHNOLOGIES INC,,,,
2017,Anne Arundel Co. Public Schools,MONTGOMERY COUNTY PUBLIC SCHOOLS,,,,
2017,Anne Arundel Co. Public Schools,MOUNTAIN MANOR TREATMENT CTR.,,,,
2017,Anne Arundel Co. Public Schools,MT LIBRARY SERVICES INC,,,,
2017,Anne Arundel Co. Public Schools,MULLAN CONTRACTING COMPANY,,,,
2017,Anne Arundel Co. Public Schools,MUSCO SPORTS LIGHTING,,,,
2017,Anne Arundel Co. Public Schools,"MYTHICS, INC",,,,
2017,Anne Arundel Co. Public Schools,Macadame Inc,,,,
2017,Anne Arundel Co. Public Schools,Marvel Group Inc,,,,
2017,Anne Arundel Co. Public Schools,Maryland State Education Association,,,,
2017,Anne Arundel Co. Public Schools,McGraw-Hill Education Inc,,,,
2017,Anne Arundel Co. Public Schools,Md National Capital and Planning Commission,,,,
2017,Anne Arundel Co. Public Schools,Monarch Academy Public Charter School,,,,
2017,Anne Arundel Co. Public Schools,Morelli-Hoskins Ford Inc,,,,
2017,Anne Arundel Co. Public Schools,Mrs Nelsons Toy and Book Shop Inc,,,,
2017,Anne Arundel Co. Public Schools,Riverside Paper Supply,,,,
2017,Anne Arundel Co. Public Schools,Multicorp Fire Protection Services,,,,
2017,Anne Arundel Co. Public Schools,NAPA AUTO PARTS,,,,
2017,Anne Arundel Co. Public Schools,NASH HOLDINGS dba WASHINGTON POST,,,,
2017,Anne Arundel Co. Public Schools,NAVIANCE DBA HOBSONS,,,,
2017,Anne Arundel Co. Public Schools,NESTLE WATERS,,,,
2017,Anne Arundel Co. Public Schools,NEWS-2-YOU,,,,
2017,Anne Arundel Co. Public Schools,NEWSOM SEED INC,,,,
2017,Anne Arundel Co. Public Schools,NICHOLAS P PIPINO & ASSOCIATE,,,,
2017,Anne Arundel Co. Public Schools,NORTH COUNTY BUS CO INC,,,,
2017,Anne Arundel Co. Public Schools,NORTH POINT BUILDERS INC,,,,
2017,Anne Arundel Co. Public Schools,NORTHBAY,,,,
2017,Anne Arundel Co. Public Schools,NOTRE DAME UNIVERSITY OF MARYLAND,,,,
2017,Anne Arundel Co. Public Schools,NOVAEQUIP LLC,,,,
2017,Anne Arundel Co. Public Schools,National Autism Resources,,,,
2017,Anne Arundel Co. Public Schools,"National Compadres Network, Inc",,,,
2017,Anne Arundel Co. Public Schools,Netop,,,,
2017,Anne Arundel Co. Public Schools,NorthStar Contracting Group,,,,
2017,Anne Arundel Co. Public Schools,Northeast Contracting Corporation Inc,,,,
2017,Anne Arundel Co. Public Schools,OAK CONTRACTING L.L.C.,,,,
2017,Anne Arundel Co. Public Schools,OFFICE DEPOT,,,,
2017,Anne Arundel Co. Public Schools,"OMNIFORM, INC.",,,,
2017,Anne Arundel Co. Public Schools,ORIENTAL TRADING CO INC,,,,
2017,Anne Arundel Co. Public Schools,OT NEIGHOFF & SONS INC,,,,
2017,Anne Arundel Co. Public Schools,Outdoor Aluminum Inc,,,,
2017,Anne Arundel Co. Public Schools,PAULINE V JUBB REVOCABLE TRUST,,,,
2017,Anne Arundel Co. Public Schools,PEARSON CLINICAL ASSESSMENT,,,,
2017,Anne Arundel Co. Public Schools,PEARSON EDUCATION,,,,
2017,Anne Arundel Co. Public Schools,PENNSYLVANIA DEPT OF REVENUE,,,,
2017,Anne Arundel Co. Public Schools,"PERFORMANCE MATTERS, LLC",,,,
2017,Anne Arundel Co. Public Schools,PERMA-BOUND BOOKS,,,,
2017,Anne Arundel Co. Public Schools,PHANTOM TECHNOLOGIES INC,,,,
2017,Anne Arundel Co. Public Schools,PHILLIPS WAY INC,,,,
2017,Anne Arundel Co. Public Schools,POWERKIDS PRESS,,,,
2017,Anne Arundel Co. Public Schools,PRINCE GEORGE'S CO PUBLIC SCH,,,,
2017,Anne Arundel Co. Public Schools,PROGRESSUS THERAPY INC,,,,
2017,Anne Arundel Co. Public Schools,PROJECT LEAD THE WAY INC,,,,
2017,Anne Arundel Co. Public Schools,PROQUEST INFORMATION & LEARNING,,,,
2017,Anne Arundel Co. Public Schools,"Peroutka, Miller, Klima and Peters, P.A.",,,,
2017,Anne Arundel Co. Public Schools,PowerSchool Group LLC,,,,
2017,Anne Arundel Co. Public Schools,QUALITY TEACHER DEVELOPMENT LLC,,,,
2017,Anne Arundel Co. Public Schools,RAPTOR TECHNOLOGIES,,,,
2017,Anne Arundel Co. Public Schools,RE MICHEL CO INC,,,,
2017,Anne Arundel Co. Public Schools,RE WILSON & SONS INC,,,,
2017,Anne Arundel Co. Public Schools,REALLY GOOD STUFF,,,,
2017,Anne Arundel Co. Public Schools,RECREATIONAL PLUS,,,,
2017,Anne Arundel Co. Public Schools,REGIONAL INSTITUTE FOR,,,,
2017,Anne Arundel Co. Public Schools,RELIABLE CONTRACTING CO INC,,,,
2017,Anne Arundel Co. Public Schools,RELX Inc,,,,
2017,Anne Arundel Co. Public Schools,RICHARD E. PIERSON CONSTRUCTION,,,,
2017,Anne Arundel Co. Public Schools,RIDDELL/ALL AMERICAN,,,,
2017,Anne Arundel Co. Public Schools,RIGHTSTAR INC,,,,
2017,Anne Arundel Co. Public Schools,RJ MCCARVILLE ASSOC,,,,
2017,Anne Arundel Co. Public Schools,"ROBERT F. BEALL & SONS, INC.",,,,
2017,Anne Arundel Co. Public Schools,ROGERS ATHLETIC CO,,,,
2017,Anne Arundel Co. Public Schools,ROMAN MOSAIC & TILE CO,,,,
2017,Anne Arundel Co. Public Schools,RONCO MECHANICAL CONTRACTORS INC,,,,
2017,Anne Arundel Co. Public Schools,ROSEN PUBLISHING GROUP (THE),,,,
2017,Anne Arundel Co. Public Schools,ROSETTA STONE LTD,,,,
2017,Anne Arundel Co. Public Schools,ROYALLE DINING SERVICES INC,,,,
2017,Anne Arundel Co. Public Schools,"Rebecca A. Herr, Trustee",,,,
